0|GO|FAILED|STOPPED/NOT_MONITORED|3
0|NO-GO|OPERATIONAL|IN_MOTION|25
0|NO-GO|OPERATIONAL|STOPPED/NOT_MONITORED|568
1|GO|OPERATIONAL|IN_MOTION|80
1|GO|OPERATIONAL|STOPPED/NOT_MONITORED|1997
1|NO-GO|FAILED|IN_MOTION|1
1|NO-GO|OPERATIONAL|STOPPED/NOT_MONITORED|35
