dir,ts,chain,block,addr,devbat,msgid,brake,disc_bits,valve,confirm,db_1,motion,l_batt,light,hex
"r2f","2022-04-10T10:08:58.949","ONLY","BASIC","5975","OK","ONEWAY","NO-GO","14","OPERATIONAL","UPDATE","0","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","ed 60 a0 8a 00 0b ab 8f"
"r2f","2022-04-10T10:08:58.950","ONLY","BASIC","5975","OK","ONEWAY","NO-GO","14","OPERATIONAL","UPDATE","0","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","ed 60 a0 8a 00 0b ab 8f"
"r2f","2022-04-10T10:09:01.982","ONLY","BASIC","18151","OK","ONEWAY","GO","4a","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","f1 8e 52 a5 30 23 73 8f"
"r2f","2022-04-10T10:09:01.983","ONLY","BASIC","18151","OK","ONEWAY","GO","4a","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","f1 8e 52 a5 30 23 73 8f"
"r2f","2022-04-10T10:09:01.992","ONLY","BASIC","5411","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","IN_MOTION","OK/NOT_MONITORED","OFF/NOT_MONITORED","ed 9a 46 80 53 0a 91 8f"
"r2f","2022-04-10T10:09:01.994","ONLY","BASIC","5975","OK","ONEWAY","NO-GO","24","OPERATIONAL","UPDATE","0","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","eb 49 80 92 00 0b ab 8f"
"r2f","2022-04-10T10:09:01.995","ONLY","BASIC","5975","OK","ONEWAY","NO-GO","24","OPERATIONAL","UPDATE","0","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","eb 49 80 92 00 0b ab 8f"
"r2f","2022-04-10T10:09:01.995","ONLY","BASIC","18151","OK","ONEWAY","GO","4a","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","f1 8e 52 a5 30 23 73 8f"
"r2f","2022-04-10T10:09:02.006","ONLY","BASIC","5411","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","IN_MOTION","OK/NOT_MONITORED","OFF/NOT_MONITORED","ed 9a 46 80 53 0a 91 8f"
"r2f","2022-04-10T10:09:02.006","ONLY","BASIC","18151","OK","ONEWAY","GO","4c","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","c0 c7 52 a6 30 23 73 8f"
"r2f","2022-04-10T10:09:02.007","ONLY","BASIC","18151","OK","ONEWAY","GO","4c","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","c0 c7 52 a6 30 23 73 8f"
"r2f","2022-04-10T10:09:02.009","ONLY","BASIC","18151","OK","ONEWAY","GO","4c","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","c0 c7 52 a6 30 23 73 8f"
"r2f","2022-04-10T10:09:02.058","ONLY","BASIC","18151","OK","ONEWAY","GO","4e","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","e1 49 52 a7 30 23 73 8f"
"r2f","2022-04-10T10:09:02.059","ONLY","BASIC","18151","OK","ONEWAY","GO","4e","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","e1 49 52 a7 30 23 73 8f"
"r2f","2022-04-10T10:09:02.070","ONLY","BASIC","18151","OK","ONEWAY","GO","4e","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","e1 49 52 a7 30 23 73 8f"
"r2f","2022-04-10T10:09:02.098","ONLY","BASIC","4548","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","be 01 e2 80 4d 08 e2 0f"
"r2f","2022-04-10T10:09:02.099","ONLY","BASIC","4548","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","be 01 e2 80 4d 08 e2 0f"
"r2f","2022-04-10T10:09:02.111","ONLY","BASIC","4548","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","be 01 e2 80 4d 08 e2 0f"
"r2f","2022-04-10T10:09:02.135","ONLY","BASIC","18151","OK","TEST/ARM_REQ","GO","50","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","b4 90 f2 a8 30 23 73 ff"
"r2f","2022-04-10T10:09:02.136","ONLY","BASIC","18151","OK","TEST/ARM_REQ","GO","50","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","b4 90 f2 a8 30 23 73 ff"
"r2f","2022-04-10T10:09:02.148","ONLY","BASIC","18151","OK","TEST/ARM_REQ","GO","50","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","b4 90 f2 a8 30 23 73 ff"
"r2f","2022-04-10T10:09:02.219","ONLY","BASIC","18151","OK","TEST/ARM_REQ","GO","52","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","95 1e f2 a9 30 23 73 ff"
"r2f","2022-04-10T10:09:02.220","ONLY","BASIC","18151","OK","TEST/ARM_REQ","GO","52","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","95 1e f2 a9 30 23 73 ff"
"r2f","2022-04-10T10:09:02.284","ONLY","BASIC","5411","OK","ONEWAY","GO","00","OPERATIONAL","RESPONSE","1","IN_MOTION","OK/NOT_MONITORED","OFF/NOT_MONITORED","9a 92 a7 80 53 0a 91 8f"
"r2f","2022-04-10T10:09:02.285","ONLY","BASIC","5411","OK","ONEWAY","GO","00","OPERATIONAL","RESPONSE","1","IN_MOTION","OK/NOT_MONITORED","OFF/NOT_MONITORED","9a 92 a7 80 53 0a 91 8f"
"r2f","2022-04-10T10:09:02.297","ONLY","BASIC","18151","OK","ONEWAY","GO","54","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","cc 95 12 aa 30 23 73 8f"
"r2f","2022-04-10T10:09:02.298","ONLY","BASIC","18151","OK","ONEWAY","GO","54","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","cc 95 12 aa 30 23 73 8f"
"r2f","2022-04-10T10:09:02.310","ONLY","BASIC","18151","OK","ONEWAY","GO","54","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","cc 95 12 aa 30 23 73 8f"
"r2f","2022-04-10T10:09:02.344","ONLY","BASIC","5411","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","IN_MOTION","OK/NOT_MONITORED","OFF/NOT_MONITORED","ed 9a 46 80 53 0a 91 8f"
"r2f","2022-04-10T10:09:02.344","ONLY","BASIC","5411","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","IN_MOTION","OK/NOT_MONITORED","OFF/NOT_MONITORED","ed 9a 46 80 53 0a 91 8f"
"r2f","2022-04-10T10:09:02.346","ONLY","BASIC","5975","OK","ONEWAY","NO-GO","26","OPERATIONAL","UPDATE","0","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","ca c7 80 93 00 0b ab 8f"
"r2f","2022-04-10T10:09:02.346","ONLY","BASIC","5975","OK","ONEWAY","NO-GO","26","OPERATIONAL","UPDATE","0","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","ca c7 80 93 00 0b ab 8f"
"r2f","2022-04-10T10:09:02.356","ONLY","BASIC","5411","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","IN_MOTION","OK/NOT_MONITORED","OFF/NOT_MONITORED","ed 9a 46 80 53 0a 91 8f"
"r2f","2022-04-10T10:09:02.374","ONLY","BASIC","18151","OK","ONEWAY","GO","56","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","ed 1b 12 ab 30 23 73 8f"
"r2f","2022-04-10T10:09:02.375","ONLY","BASIC","18151","OK","ONEWAY","GO","56","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","ed 1b 12 ab 30 23 73 8f"
"r2f","2022-04-10T10:09:02.386","ONLY","BASIC","18151","OK","ONEWAY","GO","56","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","ed 1b 12 ab 30 23 73 8f"
"r2f","2022-04-10T10:09:02.451","ONLY","BASIC","18151","OK","ONEWAY","GO","58","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","d4 31 92 ac 30 23 73 8f"
"r2f","2022-04-10T10:09:02.452","ONLY","BASIC","18151","OK","ONEWAY","GO","58","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","d4 31 92 ac 30 23 73 8f"
"r2f","2022-04-10T10:09:02.464","ONLY","BASIC","4548","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","3e 01 e2 80 4d 08 e2 0f"
"r2f","2022-04-10T10:09:02.527","ONLY","BASIC","18151","OK","ONEWAY","GO","5a","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","f5 bf 92 ad 30 23 73 8f"
"r2f","2022-04-10T10:09:02.528","ONLY","BASIC","18151","OK","ONEWAY","GO","5a","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","f5 bf 92 ad 30 23 73 8f"
"r2f","2022-04-10T10:09:02.540","ONLY","BASIC","18151","OK","ONEWAY","GO","5a","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","f5 bf 92 ad 30 23 73 8f"
"r2f","2022-04-10T10:09:02.606","ONLY","BASIC","18151","OK","ONEWAY","GO","5c","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","c4 f6 92 ae 30 23 73 8f"
"r2f","2022-04-10T10:09:02.607","ONLY","BASIC","18151","OK","ONEWAY","GO","5c","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","c4 f6 92 ae 30 23 73 8f"
"r2f","2022-04-10T10:09:02.611","ONLY","BASIC","5975","OK","ONEWAY","NO-GO","28","OPERATIONAL","RESPONSE","0","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","84 e5 e1 94 00 0b ab 8f"
"r2f","2022-04-10T10:09:02.611","ONLY","BASIC","5975","OK","ONEWAY","NO-GO","28","OPERATIONAL","RESPONSE","0","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","84 e5 e1 94 00 0b ab 8f"
"r2f","2022-04-10T10:09:02.619","ONLY","BASIC","18151","OK","CUSTOM(2)","GO","bc","FAILED","UPDATE","0","STOPPED/NOT_MONITORED","WEAK","OFF/NOT_MONITORED","fe 74 e8 5e 30 23 73 af"
"r2f","2022-04-10T10:09:02.653","ONLY","BASIC","4548","OK","ONEWAY","GO","00","OPERATIONAL","RESPONSE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","c9 09 03 80 4d 08 e2 0f"
"r2f","2022-04-10T10:09:02.654","ONLY","BASIC","4548","OK","ONEWAY","GO","00","OPERATIONAL","RESPONSE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","c9 09 03 80 4d 08 e2 0f"
"r2f","2022-04-10T10:09:02.666","ONLY","BASIC","4548","OK","ONEWAY","GO","00","OPERATIONAL","RESPONSE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","c9 09 03 80 4d 08 e2 0f"
"r2f","2022-04-10T10:09:02.684","ONLY","BASIC","18151","OK","ONEWAY","GO","5e","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","e5 78 92 af 30 23 73 8f"
"r2f","2022-04-10T10:09:02.684","ONLY","BASIC","18151","OK","ONEWAY","GO","5e","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","e5 78 92 af 30 23 73 8f"
"r2f","2022-04-10T10:09:02.695","ONLY","BASIC","5411","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","IN_MOTION","OK/NOT_MONITORED","OFF/NOT_MONITORED","ed 9a 46 80 53 0a 91 8f"
"r2f","2022-04-10T10:09:02.695","ONLY","BASIC","5411","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","IN_MOTION","OK/NOT_MONITORED","OFF/NOT_MONITORED","ed 9a 46 80 53 0a 91 8f"
"r2f","2022-04-10T10:09:02.697","ONLY","BASIC","5975","OK","ONEWAY","NO-GO","26","OPERATIONAL","UPDATE","0","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","ca c7 80 93 00 0b ab 8f"
"r2f","2022-04-10T10:09:02.707","ONLY","BASIC","5411","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","IN_MOTION","OK/NOT_MONITORED","OFF/NOT_MONITORED","ed 9a 46 80 53 0a 91 8f"
"r2f","2022-04-10T10:09:02.713","ONLY","BASIC","18151","OK","ONEWAY","GO","60","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","da 7b 32 b0 30 23 73 8f"
"r2f","2022-04-10T10:09:02.713","ONLY","BASIC","18151","OK","ONEWAY","GO","60","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","da 7b 32 b0 30 23 73 8f"
"r2f","2022-04-10T10:09:02.721","ONLY","BASIC","18151","OK","ONEWAY","GO","60","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","da 7b 32 b0 30 23 73 8f"
"r2f","2022-04-10T10:09:02.761","ONLY","BASIC","18151","OK","ONEWAY","GO","62","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","fb f5 32 b1 30 23 73 8f"
"r2f","2022-04-10T10:09:02.762","ONLY","BASIC","18151","OK","ONEWAY","GO","62","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","fb f5 32 b1 30 23 73 8f"
"r2f","2022-04-10T10:09:02.774","ONLY","BASIC","18151","OK","ONEWAY","GO","62","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","fb f5 32 b1 30 23 73 8f"
"r2f","2022-04-10T10:09:02.804","ONLY","BASIC","4548","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","be 01 e2 80 4d 08 e2 0f"
"r2f","2022-04-10T10:09:02.805","ONLY","BASIC","4548","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","be 01 e2 80 4d 08 e2 0f"
"r2f","2022-04-10T10:09:02.817","ONLY","BASIC","4548","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","be 01 e2 80 4d 08 e2 0f"
"r2f","2022-04-10T10:09:02.840","ONLY","BASIC","18151","OK","ONEWAY","GO","64","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","ca bc 32 b2 30 23 73 8f"
"r2f","2022-04-10T10:09:02.841","ONLY","BASIC","18151","OK","ONEWAY","GO","64","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","ca bc 32 b2 30 23 73 8f"
"r2f","2022-04-10T10:09:02.853","ONLY","BASIC","18151","OK","ONEWAY","GO","64","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","ca bc 32 b2 30 23 73 8f"
"r2f","2022-04-10T10:09:02.919","ONLY","BASIC","18151","OK","ONEWAY","GO","66","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","eb 32 32 b3 30 23 73 8f"
"r2f","2022-04-10T10:09:02.920","ONLY","BASIC","18151","OK","ONEWAY","GO","66","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","eb 32 32 b3 30 23 73 8f"
"r2f","2022-04-10T10:09:02.932","ONLY","BASIC","18151","OK","ONEWAY","GO","66","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","eb 32 32 b3 30 23 73 8f"
"r2f","2022-04-10T10:09:02.993","ONLY","BASIC","5411","OK","ONEWAY","GO","00","OPERATIONAL","RESPONSE","1","IN_MOTION","OK/NOT_MONITORED","OFF/NOT_MONITORED","f5 28 07 80 54 0a 91 8f"
"r2f","2022-04-10T10:09:02.993","ONLY","BASIC","5411","OK","ONEWAY","GO","00","OPERATIONAL","RESPONSE","1","IN_MOTION","OK/NOT_MONITORED","OFF/NOT_MONITORED","f5 28 07 80 54 0a 91 8f"
"r2f","2022-04-10T10:09:03.001","ONLY","BASIC","18151","OK","TEST/ARM_REQ","GO","68","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","ba da 52 b4 30 23 73 ff"
"r2f","2022-04-10T10:09:03.002","ONLY","BASIC","18151","OK","TEST/ARM_REQ","GO","68","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","ba da 52 b4 30 23 73 ff"
"r2f","2022-04-10T10:09:03.014","ONLY","BASIC","18151","OK","TEST/ARM_REQ","GO","68","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","3a da 52 b4 30 23 73 ff"
"r2f","2022-04-10T10:09:03.026","ONLY","BASIC","4548","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","e1 d5 c2 80 51 08 e2 0f"
"r2f","2022-04-10T10:09:03.026","ONLY","BASIC","4548","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","e1 d5 c2 80 51 08 e2 0f"
"r2f","2022-04-10T10:09:03.038","ONLY","BASIC","4548","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","c8 c4 02 80 53 08 e2 0f"
"r2f","2022-04-10T10:09:03.038","ONLY","BASIC","4548","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","c8 c4 02 80 53 08 e2 0f"
"r2f","2022-04-10T10:09:03.039","ONLY","BASIC","4548","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","c8 c4 02 80 53 08 e2 0f"
"r2f","2022-04-10T10:09:03.048","ONLY","BASIC","5411","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","IN_MOTION","OK/NOT_MONITORED","OFF/NOT_MONITORED","82 20 e6 80 54 0a 91 8f"
"r2f","2022-04-10T10:09:03.049","ONLY","BASIC","4548","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","e1 d5 c2 80 51 08 e2 0f"
"r2f","2022-04-10T10:09:03.050","ONLY","BASIC","4548","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","61 d5 c2 80 51 08 e2 0f"
"r2f","2022-04-10T10:09:03.050","ONLY","BASIC","5975","OK","ONEWAY","NO-GO","28","OPERATIONAL","UPDATE","0","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","f3 ed 00 94 00 0b ab 8f"
"r2f","2022-04-10T10:09:03.051","ONLY","BASIC","5975","OK","ONEWAY","NO-GO","28","OPERATIONAL","UPDATE","0","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","f3 ed 00 94 00 0b ab 8f"
"r2f","2022-04-10T10:09:03.059","ONLY","BASIC","5411","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","IN_MOTION","OK/NOT_MONITORED","OFF/NOT_MONITORED","82 20 e6 80 54 0a 91 8f"
"r2f","2022-04-10T10:09:03.060","ONLY","BASIC","18151","OK","ONEWAY","GO","6a","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","f3 96 b2 b5 30 23 73 8f"
"r2f","2022-04-10T10:09:03.061","ONLY","BASIC","18151","OK","ONEWAY","GO","6a","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","f3 96 b2 b5 30 23 73 8f"
"r2f","2022-04-10T10:09:03.061","ONLY","BASIC","4548","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","e1 d5 c2 80 51 08 e2 0f"
"r2f","2022-04-10T10:09:03.072","ONLY","BASIC","18151","OK","ONEWAY","GO","6a","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","f3 96 b2 b5 30 23 73 8f"
"r2f","2022-04-10T10:09:03.077","ONLY","BASIC","18151","OK","ONEWAY","GO","6c","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","c2 df b2 b6 30 23 73 8f"
"r2f","2022-04-10T10:09:03.078","ONLY","BASIC","18151","OK","ONEWAY","GO","6c","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","c2 df b2 b6 30 23 73 8f"
"r2f","2022-04-10T10:09:03.089","ONLY","BASIC","18151","OK","ONEWAY","GO","6c","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","c2 df b2 b6 30 23 73 8f"
"r2f","2022-04-10T10:09:03.153","ONLY","BASIC","18151","OK","ONEWAY","GO","6e","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","e3 51 b2 b7 30 23 73 8f"
"r2f","2022-04-10T10:09:03.154","ONLY","BASIC","18151","OK","ONEWAY","GO","6e","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","e3 51 b2 b7 30 23 73 8f"
"r2f","2022-04-10T10:09:03.166","ONLY","BASIC","18151","OK","ONEWAY","GO","6e","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","e3 51 b2 b7 30 23 73 8f"
"r2f","2022-04-10T10:09:03.228","ONLY","BASIC","18151","OK","ONEWAY","GO","70","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","de 4a f2 b8 30 23 73 8f"
"r2f","2022-04-10T10:09:03.229","ONLY","BASIC","18151","OK","ONEWAY","GO","70","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","de 4a f2 b8 30 23 73 8f"
"r2f","2022-04-10T10:09:03.241","ONLY","BASIC","18151","OK","ONEWAY","GO","70","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","de 4a f2 b8 30 23 73 8f"
"r2f","2022-04-10T10:09:03.306","ONLY","BASIC","18151","OK","ONEWAY","GO","72","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","ff c4 f2 b9 30 23 73 8f"
"r2f","2022-04-10T10:09:03.307","ONLY","BASIC","18151","OK","ONEWAY","GO","72","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","ff c4 f2 b9 30 23 73 8f"
"r2f","2022-04-10T10:09:03.308","ONLY","BASIC","5975","OK","ONEWAY","NO-GO","28","OPERATIONAL","RESPONSE","0","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","84 e5 e1 94 00 0b ab 8f"
"r2f","2022-04-10T10:09:03.309","ONLY","BASIC","5975","OK","ONEWAY","NO-GO","28","OPERATIONAL","RESPONSE","0","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","84 e5 e1 94 00 0b ab 8f"
"r2f","2022-04-10T10:09:03.319","ONLY","BASIC","18151","OK","ONEWAY","GO","72","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","ff c4 f2 b9 30 23 73 8f"
"r2f","2022-04-10T10:09:03.385","ONLY","BASIC","18151","OK","ONEWAY","GO","74","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","ce 8d f2 ba 30 23 73 8f"
"r2f","2022-04-10T10:09:03.386","ONLY","BASIC","18151","OK","ONEWAY","GO","74","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","ce 8d f2 ba 30 23 73 8f"
"r2f","2022-04-10T10:09:03.398","ONLY","BASIC","18151","OK","ONEWAY","GO","74","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","ce 8d f2 ba 30 23 73 8f"
"r2f","2022-04-10T10:09:03.399","ONLY","BASIC","4548","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","9a e7 82 80 52 08 e2 0f"
"r2f","2022-04-10T10:09:03.400","ONLY","BASIC","5975","OK","ONEWAY","NO-GO","28","OPERATIONAL","UPDATE","0","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","f3 ed 00 94 00 0b ab 8f"
"r2f","2022-04-10T10:09:03.401","ONLY","BASIC","5975","OK","ONEWAY","NO-GO","28","OPERATIONAL","UPDATE","0","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","f3 ed 00 94 00 0b ab 8f"
"r2f","2022-04-10T10:09:03.402","ONLY","BASIC","4548","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","9a e7 82 80 52 08 e2 0f"
"r2f","2022-04-10T10:09:03.422","ONLY","BASIC","18151","OK","ONEWAY","GO","76","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","ef 03 f2 bb 30 23 73 8f"
