dir,ts,chain,block,addr,devbat,msgid,brake,disc_bits,valve,confirm,db_1,motion,l_batt,light,hex
"r2f","2022-04-10T10:08:39.886","ONLY","BASIC","5048","OK","ONEWAY","GO","00","OPERATIONAL","RESPONSE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","bc 60 e3 80 3c 09 dc 0f"
"r2f","2022-04-10T10:08:39.887","ONLY","BASIC","5048","OK","ONEWAY","GO","00","OPERATIONAL","RESPONSE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","bc 60 e3 80 3c 09 dc 0f"
"r2f","2022-04-10T10:08:39.914","ONLY","BASIC","18151","OK","TEST/ARM_REQ","GO","40","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","b0 a1 32 a0 30 23 73 ff"
"r2f","2022-04-10T10:08:39.915","ONLY","BASIC","18151","OK","TEST/ARM_REQ","GO","40","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","b0 a1 32 a0 30 23 73 ff"
"r2f","2022-04-10T10:08:39.927","ONLY","BASIC","18151","OK","TEST/ARM_REQ","GO","40","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","b0 a1 32 a0 30 23 73 ff"
"r2f","2022-04-10T10:08:39.991","ONLY","BASIC","18151","OK","ONEWAY","GO","42","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","f9 ed d2 a1 30 23 73 8f"
"r2f","2022-04-10T10:08:39.992","ONLY","BASIC","18151","OK","ONEWAY","GO","42","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","f9 ed d2 a1 30 23 73 8f"
"r2f","2022-04-10T10:08:40.004","ONLY","BASIC","18151","OK","ONEWAY","GO","42","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","f9 ed d2 a1 30 23 73 8f"
"r2f","2022-04-10T10:08:40.069","ONLY","BASIC","18151","OK","ONEWAY","GO","44","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","c8 a4 d2 a2 30 23 73 8f"
"r2f","2022-04-10T10:08:40.069","ONLY","BASIC","18151","OK","ONEWAY","GO","44","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","c8 a4 d2 a2 30 23 73 8f"
"r2f","2022-04-10T10:08:40.081","ONLY","BASIC","18151","OK","ONEWAY","GO","44","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","c8 a4 d2 a2 30 23 73 8f"
"r2f","2022-04-10T10:08:40.105","ONLY","BASIC","18151","OK","ONEWAY","GO","46","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","e9 2a d2 a3 30 23 73 8f"
"r2f","2022-04-10T10:08:40.106","ONLY","BASIC","18151","OK","ONEWAY","GO","46","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","e9 2a d2 a3 30 23 73 8f"
"r2f","2022-04-10T10:08:40.118","ONLY","BASIC","18151","OK","ONEWAY","GO","46","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","e9 2a d2 a3 30 23 73 8f"
"r2f","2022-04-10T10:08:40.126","ONLY","BASIC","5048","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","fe 47 e2 80 40 09 dc 0f"
"r2f","2022-04-10T10:08:40.126","ONLY","BASIC","5048","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","fe 47 e2 80 40 09 dc 0f"
"r2f","2022-04-10T10:08:40.136","ONLY","BASIC","5048","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","fe 47 e2 80 40 09 dc 0f"
"r2f","2022-04-10T10:08:40.147","ONLY","BASIC","18151","OK","ONEWAY","GO","48","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","d0 00 52 a4 30 23 73 8f"
"r2f","2022-04-10T10:08:40.148","ONLY","BASIC","18151","OK","ONEWAY","GO","48","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","d0 00 52 a4 30 23 73 8f"
"r2f","2022-04-10T10:08:40.160","ONLY","BASIC","18151","OK","ONEWAY","GO","48","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","d0 00 52 a4 30 23 73 8f"
"r2f","2022-04-10T10:08:40.225","ONLY","BASIC","18151","OK","ONEWAY","GO","4a","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","f1 8e 52 a5 30 23 73 8f"
"r2f","2022-04-10T10:08:40.226","ONLY","BASIC","18151","OK","ONEWAY","GO","4a","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","f1 8e 52 a5 30 23 73 8f"
"r2f","2022-04-10T10:08:40.237","ONLY","BASIC","18151","OK","ONEWAY","GO","4a","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","f1 8e 52 a5 30 23 73 8f"
"r2f","2022-04-10T10:08:40.301","ONLY","BASIC","18151","OK","ONEWAY","GO","4c","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","c0 c7 52 a6 30 23 73 8f"
"r2f","2022-04-10T10:08:40.302","ONLY","BASIC","18151","OK","ONEWAY","GO","4c","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","c0 c7 52 a6 30 23 73 8f"
"r2f","2022-04-10T10:08:40.314","ONLY","BASIC","18151","OK","ONEWAY","GO","4c","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","c0 c7 52 a6 30 23 73 8f"
"r2f","2022-04-10T10:08:40.377","ONLY","BASIC","18151","OK","ONEWAY","GO","4e","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","e1 49 52 a7 30 23 73 8f"
"r2f","2022-04-10T10:08:40.378","ONLY","BASIC","18151","OK","ONEWAY","GO","4e","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","e1 49 52 a7 30 23 73 8f"
"r2f","2022-04-10T10:08:40.390","ONLY","BASIC","18151","OK","ONEWAY","GO","4e","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","e1 49 52 a7 30 23 73 8f"
"r2f","2022-04-10T10:08:40.415","ONLY","BASIC","5048","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","d7 56 22 80 42 09 dc 0f"
"r2f","2022-04-10T10:08:40.416","ONLY","BASIC","5048","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","d7 56 22 80 42 09 dc 0f"
"r2f","2022-04-10T10:08:40.428","ONLY","BASIC","5048","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","d7 56 22 80 42 09 dc 0f"
"r2f","2022-04-10T10:08:40.454","ONLY","BASIC","18151","OK","ONEWAY","GO","50","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","dc 52 12 a8 30 23 73 8f"
"r2f","2022-04-10T10:08:40.455","ONLY","BASIC","18151","OK","ONEWAY","GO","50","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","dc 52 12 a8 30 23 73 8f"
"r2f","2022-04-10T10:08:40.467","ONLY","BASIC","18151","OK","ONEWAY","GO","50","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","dc 52 12 a8 30 23 73 8f"
"r2f","2022-04-10T10:08:40.490","ONLY","BASIC","18151","OK","ONEWAY","GO","52","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","fd dc 12 a9 30 23 73 8f"
"r2f","2022-04-10T10:08:40.491","ONLY","BASIC","18151","OK","ONEWAY","GO","52","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","fd dc 12 a9 30 23 73 8f"
"r2f","2022-04-10T10:08:40.503","ONLY","BASIC","18151","OK","ONEWAY","GO","52","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","fd dc 12 a9 30 23 73 8f"
"r2f","2022-04-10T10:08:40.532","ONLY","BASIC","18151","OK","TEST/ARM_REQ","GO","54","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","a4 57 f2 aa 30 23 73 ff"
"r2f","2022-04-10T10:08:40.533","ONLY","BASIC","18151","OK","TEST/ARM_REQ","GO","54","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","a4 57 f2 aa 30 23 73 ff"
"r2f","2022-04-10T10:08:40.544","ONLY","BASIC","18151","OK","TEST/ARM_REQ","GO","54","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","a4 57 f2 aa 30 23 73 ff"
"r2f","2022-04-10T10:08:40.597","ONLY","BASIC","5048","OK","ONEWAY","GO","00","OPERATIONAL","RESPONSE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","f2 7d 43 80 43 09 dc 0f"
"r2f","2022-04-10T10:08:40.598","ONLY","BASIC","5048","OK","ONEWAY","GO","00","OPERATIONAL","RESPONSE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","f2 7d 43 80 43 09 dc 0f"
"r2f","2022-04-10T10:08:40.611","ONLY","BASIC","18151","OK","ONEWAY","GO","56","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","ed 1b 12 ab 30 23 73 8f"
"r2f","2022-04-10T10:08:40.612","ONLY","BASIC","18151","OK","ONEWAY","GO","56","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","ed 1b 12 ab 30 23 73 8f"
"r2f","2022-04-10T10:08:40.623","ONLY","BASIC","18151","OK","ONEWAY","GO","56","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","ed 1b 12 ab 30 23 73 8f"
"r2f","2022-04-10T10:08:40.658","ONLY","BASIC","5048","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","fe 47 e2 80 40 09 dc 0f"
"r2f","2022-04-10T10:08:40.659","ONLY","BASIC","5048","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","fe 47 e2 80 40 09 dc 0f"
"r2f","2022-04-10T10:08:40.671","ONLY","BASIC","5048","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","fe 47 e2 80 40 09 dc 0f"
"r2f","2022-04-10T10:08:40.684","ONLY","BASIC","5048","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","e2 79 c2 80 3e 09 dc 0f"
"r2f","2022-04-10T10:08:40.684","ONLY","BASIC","5048","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","e2 79 c2 80 3e 09 dc 0f"
"r2f","2022-04-10T10:08:40.689","ONLY","BASIC","18151","OK","ONEWAY","GO","58","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","d4 31 92 ac 30 23 73 8f"
"r2f","2022-04-10T10:08:40.689","ONLY","BASIC","18151","OK","ONEWAY","GO","58","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","d4 31 92 ac 30 23 73 8f"
"r2f","2022-04-10T10:08:40.696","ONLY","BASIC","5048","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","e2 79 c2 80 3e 09 dc 0f"
"r2f","2022-04-10T10:08:40.701","ONLY","BASIC","18151","OK","ONEWAY","GO","58","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","d4 31 92 ac 30 23 73 8f"
"r2f","2022-04-10T10:08:40.766","ONLY","BASIC","18151","OK","TEST/ARM_REQ","GO","5a","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","9d 7d 72 ad 30 23 73 ff"
"r2f","2022-04-10T10:08:40.767","ONLY","BASIC","18151","OK","TEST/ARM_REQ","GO","5a","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","9d 7d 72 ad 30 23 73 ff"
"r2f","2022-04-10T10:08:40.779","ONLY","BASIC","18151","OK","TEST/ARM_REQ","GO","5a","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","1d 7d 72 ad 30 23 73 ff"
"r2f","2022-04-10T10:08:40.844","ONLY","BASIC","18151","OK","ONEWAY","GO","5c","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","c4 f6 92 ae 30 23 73 8f"
"r2f","2022-04-10T10:08:40.845","ONLY","BASIC","18151","OK","ONEWAY","GO","5c","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","c4 f6 92 ae 30 23 73 8f"
"r2f","2022-04-10T10:08:40.853","ONLY","BASIC","5048","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","cb 68 02 80 3c 09 dc 0f"
"r2f","2022-04-10T10:08:40.853","ONLY","BASIC","5048","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","cb 68 02 80 3c 09 dc 0f"
"r2f","2022-04-10T10:08:40.857","ONLY","BASIC","18151","OK","ONEWAY","GO","5c","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","c4 f6 92 ae 30 23 73 8f"
"r2f","2022-04-10T10:08:40.865","ONLY","BASIC","5048","OK","ONEWAY","GO","00","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","cb 68 02 80 3c 09 dc 0f"
"r2f","2022-04-10T10:08:40.881","ONLY","BASIC","18151","OK","ONEWAY","GO","5e","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","e5 78 92 af 30 23 73 8f"
"r2f","2022-04-10T10:08:40.881","ONLY","BASIC","18151","OK","ONEWAY","GO","5e","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","e5 78 92 af 30 23 73 8f"
"r2f","2022-04-10T10:08:40.893","ONLY","BASIC","18151","OK","ONEWAY","GO","5e","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","e5 78 92 af 30 23 73 8f"
"r2f","2022-04-10T10:08:40.923","ONLY","BASIC","18151","OK","ONEWAY","GO","60","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","da 7b 32 b0 30 23 73 8f"
"r2f","2022-04-10T10:08:40.924","ONLY","BASIC","18151","OK","ONEWAY","GO","60","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","da 7b 32 b0 30 23 73 8f"
"r2f","2022-04-10T10:08:40.936","ONLY","BASIC","18151","OK","ONEWAY","GO","60","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","da 7b 32 b0 30 23 73 8f"
"r2f","2022-04-10T10:08:40.943","ONLY","BASIC","5048","OK","ONEWAY","NO-GO","00","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","85 d1 a2 80 1d 09 dc 0f"
"r2f","2022-04-10T10:08:40.944","ONLY","BASIC","5048","OK","ONEWAY","NO-GO","00","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","85 d1 a2 80 1d 09 dc 0f"
"r2f","2022-04-10T10:08:40.951","ONLY","BASIC","5048","OK","ONEWAY","NO-GO","00","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","85 d1 a2 80 1d 09 dc 0f"
"r2f","2022-04-10T10:08:40.954","ONLY","BASIC","5048","OK","ONEWAY","NO-GO","00","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","88 26 02 80 00 09 dc 0f"
"r2f","2022-04-10T10:08:40.955","ONLY","BASIC","5048","OK","ONEWAY","NO-GO","00","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","88 26 02 80 00 09 dc 0f"
"r2f","2022-04-10T10:08:41.000","ONLY","BASIC","18151","OK","ONEWAY","GO","62","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","fb f5 32 b1 30 23 73 8f"
"r2f","2022-04-10T10:08:41.001","ONLY","BASIC","18151","OK","ONEWAY","GO","62","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","fb f5 32 b1 30 23 73 8f"
"r2f","2022-04-10T10:08:41.012","ONLY","BASIC","18151","OK","ONEWAY","GO","62","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","7b f5 32 b1 30 23 73 8f"
"r2f","2022-04-10T10:08:41.085","ONLY","BASIC","18151","OK","ONEWAY","GO","98","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","91 81 52 cc 30 23 73 8f"
"r2f","2022-04-10T10:08:41.086","ONLY","BASIC","18151","OK","ONEWAY","GO","98","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","91 81 52 cc 30 23 73 8f"
"r2f","2022-04-10T10:08:41.098","ONLY","BASIC","18151","OK","ONEWAY","GO","98","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","91 81 52 cc 30 23 73 8f"
"r2f","2022-04-10T10:08:41.163","ONLY","BASIC","18151","OK","ONEWAY","GO","9a","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","b0 0f 52 cd 30 23 73 8f"
"r2f","2022-04-10T10:08:41.164","ONLY","BASIC","18151","OK","ONEWAY","GO","9a","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","b0 0f 52 cd 30 23 73 8f"
"r2f","2022-04-10T10:08:41.176","ONLY","BASIC","18151","OK","ONEWAY","GO","9a","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","b0 0f 52 cd 30 23 73 8f"
"r2f","2022-04-10T10:08:41.241","ONLY","BASIC","18151","OK","ONEWAY","GO","9c","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","81 46 52 ce 30 23 73 8f"
"r2f","2022-04-10T10:08:41.241","ONLY","BASIC","18151","OK","ONEWAY","GO","9c","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","01 46 52 ce 30 23 73 8f"
"r2f","2022-04-10T10:08:41.253","ONLY","BASIC","18151","OK","ONEWAY","GO","9c","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","81 46 52 ce 30 23 73 8f"
"r2f","2022-04-10T10:08:41.318","ONLY","BASIC","18151","OK","ONEWAY","GO","9e","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","a0 c8 52 cf 30 23 73 8f"
"r2f","2022-04-10T10:08:41.319","ONLY","BASIC","18151","OK","ONEWAY","GO","9e","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","a0 c8 52 cf 30 23 73 8f"
"r2f","2022-04-10T10:08:41.331","ONLY","BASIC","18151","OK","ONEWAY","GO","9e","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","a0 c8 52 cf 30 23 73 8f"
"r2f","2022-04-10T10:08:41.366","ONLY","BASIC","5048","OK","ONEWAY","NO-GO","1e","OPERATIONAL","UPDATE","0","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","f6 95 c0 8f 00 09 dc 0f"
"r2f","2022-04-10T10:08:41.366","ONLY","BASIC","5048","OK","ONEWAY","NO-GO","1e","OPERATIONAL","UPDATE","0","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","f6 95 c0 8f 00 09 dc 0f"
"r2f","2022-04-10T10:08:41.389","ONLY","BASIC","18151","OK","ONEWAY","GO","a0","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","9f cb f2 d0 30 23 73 8f"
"r2f","2022-04-10T10:08:41.390","ONLY","BASIC","18151","OK","ONEWAY","GO","a0","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","9f cb f2 d0 30 23 73 8f"
"r2f","2022-04-10T10:08:41.395","ONLY","BASIC","18151","OK","ONEWAY","GO","a2","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","be 45 f2 d1 30 23 73 8f"
"r2f","2022-04-10T10:08:41.396","ONLY","BASIC","18151","OK","ONEWAY","GO","a2","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","be 45 f2 d1 30 23 73 8f"
"r2f","2022-04-10T10:08:41.402","ONLY","BASIC","18151","OK","ONEWAY","GO","a2","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","be 45 f2 d1 30 23 73 8f"
"r2f","2022-04-10T10:08:41.472","ONLY","BASIC","18151","OK","ONEWAY","GO","a4","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","8f 0c f2 d2 30 23 73 8f"
"r2f","2022-04-10T10:08:41.472","ONLY","BASIC","18151","OK","ONEWAY","GO","a4","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","8f 0c f2 d2 30 23 73 8f"
"r2f","2022-04-10T10:08:41.484","ONLY","BASIC","18151","OK","ONEWAY","GO","a4","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","8f 0c f2 d2 30 23 73 8f"
"r2f","2022-04-10T10:08:41.549","ONLY","BASIC","18151","OK","ONEWAY","GO","a6","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","ae 82 f2 d3 30 23 73 8f"
"r2f","2022-04-10T10:08:41.549","ONLY","BASIC","18151","OK","ONEWAY","GO","a6","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","ae 82 f2 d3 30 23 73 8f"
"r2f","2022-04-10T10:08:41.561","ONLY","BASIC","18151","OK","ONEWAY","GO","a6","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","ae 82 f2 d3 30 23 73 8f"
"r2f","2022-04-10T10:08:41.626","ONLY","BASIC","18151","OK","ONEWAY","GO","a8","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","97 a8 72 d4 30 23 73 8f"
"r2f","2022-04-10T10:08:41.627","ONLY","BASIC","18151","OK","ONEWAY","GO","a8","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","97 a8 72 d4 30 23 73 8f"
"r2f","2022-04-10T10:08:41.639","ONLY","BASIC","18151","OK","ONEWAY","GO","a8","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","97 a8 72 d4 30 23 73 8f"
"r2f","2022-04-10T10:08:41.703","ONLY","BASIC","18151","OK","ONEWAY","GO","aa","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","b6 26 72 d5 30 23 73 8f"
"r2f","2022-04-10T10:08:41.704","ONLY","BASIC","18151","OK","ONEWAY","GO","aa","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","b6 26 72 d5 30 23 73 8f"
"r2f","2022-04-10T10:08:41.716","ONLY","BASIC","18151","OK","ONEWAY","GO","aa","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","b6 26 72 d5 30 23 73 8f"
"r2f","2022-04-10T10:08:41.716","ONLY","BASIC","5048","OK","ONEWAY","NO-GO","20","OPERATIONAL","UPDATE","0","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","c9 96 60 90 00 09 dc 0f"
"r2f","2022-04-10T10:08:41.717","ONLY","BASIC","5048","OK","ONEWAY","NO-GO","20","OPERATIONAL","UPDATE","0","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","c9 96 60 90 00 09 dc 0f"
"r2f","2022-04-10T10:08:41.735","ONLY","BASIC","5048","OK","ONEWAY","NO-GO","22","OPERATIONAL","RESPONSE","0","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","9f 10 81 91 00 09 dc 0f"
"r2f","2022-04-10T10:08:41.736","ONLY","BASIC","5048","OK","ONEWAY","NO-GO","22","OPERATIONAL","RESPONSE","0","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","OFF/NOT_MONITORED","9f 10 81 91 00 09 dc 0f"
"r2f","2022-04-10T10:08:41.757","ONLY","BASIC","18151","OK","ONEWAY","GO","ac","OPERATIONAL","UPDATE","1","STOPPED/NOT_MONITORED","OK/NOT_MONITORED","ON","87 6f 72 d6 30 23 73 8f"
